Date,Close
2019/04/17,229.0
2019/04/18,229.0
2019/04/21,228.0
2019/04/22,230.0
2019/04/23,230.0
2019/04/24,228.0
2019/04/25,227.0
2019/04/28,237.0
2019/04/29,238.0
2019/04/30,244.0
2019/05/02,242.0
2019/05/05,236.0
2019/05/06,236.0
2019/05/07,238.0
2019/05/08,234.0
2019/05/09,234.0
2019/05/12,233.0
2019/05/13,244.0
2019/05/14,249.0
2019/05/15,246.0
2019/05/16,246.0
2019/05/19,245.0
2019/05/20,253.0
2019/05/21,278.0
2019/05/22,305.0
2019/05/23,287.0
2019/05/26,275.0
2019/05/27,276.0
2019/05/28,280.0
2019/05/29,294.0
2019/05/30,293.0
2019/06/02,286.0
2019/06/03,279.0
2019/06/04,276.0
2019/06/06,275.0
2019/06/11,269.0
2019/06/12,267.0
2019/06/13,263.0
2019/06/16,259.0
2019/06/17,267.0
2019/06/18,267.0
2019/06/19,266.0
2019/06/20,269.0
2019/06/23,265.0
2019/06/24,268.0
2019/06/25,268.0
2019/06/26,265.0
2019/06/27,267.0
2019/06/30,264.0
2019/07/01,265.0
2019/07/02,266.0
2019/07/03,270.0
2019/07/04,268.0
2019/07/07,266.0
2019/07/08,265.0
2019/07/09,265.0
2019/07/10,267.0
2019/07/11,267.0
2019/07/14,270.0
2019/07/15,276.0
2019/07/16,275.0
2019/07/17,286.0
2019/07/18,283.0
2019/07/21,279.0
2019/07/22,283.0
2019/07/23,284.0
2019/07/24,283.0
2019/07/25,275.0
2019/07/28,270.0
2019/07/29,272.0
2019/07/30,272.0
2019/07/31,273.0
2019/08/01,271.0
2019/08/04,268.0
2019/08/05,267.0
2019/08/06,266.0
2019/08/07,268.0
2019/08/08,267.0
2019/08/11,264.0
2019/08/12,265.0
2019/08/13,265.0
2019/08/14,265.0
2019/08/15,261.0
2019/08/18,258.0
2019/08/19,258.0
2019/08/20,253.0
2019/08/21,255.0
2019/08/22,255.0
2019/08/25,250.0
2019/08/26,249.0
2019/08/27,252.0
2019/08/28,248.0
2019/08/29,248.0
2019/09/01,246.0
2019/09/02,242.0
2019/09/03,245.0
2019/09/04,248.0
2019/09/05,245.0
2019/09/08,244.0
2019/04/17,229.0
2019/04/18,229.0
2019/04/21,228.0
2019/04/22,230.0
2019/04/23,230.0
2019/04/24,228.0
2019/04/25,227.0
2019/04/28,237.0
2019/04/29,238.0
2019/04/30,244.0
2019/05/02,242.0
2019/05/05,236.0
2019/05/06,236.0
2019/05/07,238.0
2019/05/08,234.0
2019/05/09,234.0
2019/05/12,233.0
2019/05/13,244.0
2019/05/14,249.0
2019/05/15,246.0
2019/05/16,246.0
2019/05/19,245.0
2019/05/20,253.0
2019/05/21,278.0
2019/05/22,305.0
2019/05/23,287.0
2019/05/26,275.0
2019/05/27,276.0
2019/05/28,280.0
2019/05/29,294.0
2019/05/30,293.0
2019/06/02,286.0
2019/06/03,279.0
2019/06/04,276.0
2019/06/06,275.0
2019/06/11,269.0
2019/06/12,267.0
2019/06/13,263.0
2019/06/16,259.0
2019/06/17,267.0
2019/06/18,267.0
2019/06/19,266.0
2019/06/20,269.0
2019/06/23,265.0
2019/06/24,268.0
2019/06/25,268.0
2019/06/26,265.0
2019/06/27,267.0
2019/06/30,264.0
2019/07/01,265.0
2019/07/02,266.0
2019/07/03,270.0
2019/07/04,268.0
2019/07/07,266.0
2019/07/08,265.0
2019/07/09,265.0
2019/07/10,267.0
2019/07/11,267.0
2019/07/14,270.0
2019/07/15,276.0
2019/07/16,275.0
2019/07/17,286.0
2019/07/18,283.0
2019/07/21,279.0
2019/07/22,283.0
2019/07/23,284.0
2019/07/24,283.0
2019/07/25,275.0
2019/07/28,270.0
2019/07/29,272.0
2019/07/30,272.0
2019/07/31,273.0
2019/08/01,271.0
2019/08/04,268.0
2019/08/05,267.0
2019/08/06,266.0
2019/08/07,268.0
2019/08/08,267.0
2019/08/11,264.0
2019/08/12,265.0
2019/08/13,265.0
2019/08/14,265.0
2019/08/15,261.0
2019/08/18,258.0
2019/08/19,258.0
2019/08/20,253.0
2019/08/21,255.0
2019/08/22,255.0
2019/08/25,250.0
2019/08/26,249.0
2019/08/27,252.0
2019/08/28,248.0
2019/08/29,248.0
2019/09/01,246.0
2019/09/02,242.0
2019/09/03,245.0
2019/09/04,248.0
2019/09/05,245.0
2019/09/08,244.0
2019/04/17,229.0
2019/04/18,229.0
2019/04/21,228.0
2019/04/22,230.0
2019/04/23,230.0
2019/04/24,228.0
2019/04/25,227.0
2019/04/28,237.0
2019/04/29,238.0
2019/04/30,244.0
2019/05/02,242.0
2019/05/05,236.0
2019/05/06,236.0
2019/05/07,238.0
2019/05/08,234.0
2019/05/09,234.0
2019/05/12,233.0
2019/05/13,244.0
2019/05/14,249.0
2019/05/15,246.0
2019/05/16,246.0
2019/05/19,245.0
2019/05/20,253.0
2019/05/21,278.0
2019/05/22,305.0
2019/05/23,287.0
2019/05/26,275.0
2019/05/27,276.0
2019/05/28,280.0
2019/05/29,294.0
2019/05/30,293.0
2019/06/02,286.0
2019/06/03,279.0
2019/06/04,276.0
2019/06/06,275.0
2019/06/11,269.0
2019/06/12,267.0
2019/06/13,263.0
2019/06/16,259.0
2019/06/17,267.0
2019/06/18,267.0
2019/06/19,266.0
2019/06/20,269.0
2019/06/23,265.0
2019/06/24,268.0
2019/06/25,268.0
2019/06/26,265.0
2019/06/27,267.0
2019/06/30,264.0
2019/07/01,265.0
2019/07/02,266.0
2019/07/03,270.0
2019/07/04,268.0
2019/07/07,266.0
2019/07/08,265.0
2019/07/09,265.0
2019/07/10,267.0
2019/07/11,267.0
2019/07/14,270.0
2019/07/15,276.0
2019/07/16,275.0
2019/07/17,286.0
2019/07/18,283.0
2019/07/21,279.0
2019/07/22,283.0
2019/07/23,284.0
2019/07/24,283.0
2019/07/25,275.0
2019/07/28,270.0
2019/07/29,272.0
2019/07/30,272.0
2019/07/31,273.0
2019/08/01,271.0
2019/08/04,268.0
2019/08/05,267.0
2019/08/06,266.0
2019/08/07,268.0
2019/08/08,267.0
2019/08/11,264.0
2019/08/12,265.0
2019/08/13,265.0
2019/08/14,265.0
2019/08/15,261.0
2019/08/18,258.0
2019/08/19,258.0
2019/08/20,253.0
2019/08/21,255.0
2019/08/22,255.0
2019/08/25,250.0
2019/08/26,249.0
2019/08/27,252.0
2019/08/28,248.0
2019/08/29,248.0
2019/09/01,246.0
2019/09/02,242.0
2019/09/03,245.0
2019/09/09,241.0
2019/09/10,240.0
2019/09/11,239.0
2019/09/15,235.0
2019/09/16,231.0
2019/09/17,246.0
2019/09/18,245.0
2019/09/19,244.0
2019/09/22,235.0
2019/09/23,238.0
2019/09/24,232.0
2019/09/25,232.0
2019/09/26,231.0
2019/09/29,229.0
2019/09/30,237.0
2019/10/01,237.0
2019/10/02,236.0
2019/10/03,238.0
2019/10/10,236.0
2019/10/14,236.0
2019/10/15,235.0
2019/10/16,238.0
2019/10/17,237.0
2019/10/20,236.0
2019/10/21,236.0
2019/10/22,235.0
2019/10/23,239.0
2019/10/24,238.0
2019/10/31,236.0
2019/11/03,235.0
2019/11/04,236.0
2019/11/05,237.0
2019/11/06,236.0
2019/11/07,234.0
2019/11/10,231.0
2019/11/11,233.0
2019/11/12,233.0
2019/11/13,231.0
2019/11/14,231.0
2019/11/17,228.0
2019/11/18,228.0
2019/11/19,227.0
2019/11/20,227.0
2019/11/21,223.0
2019/11/24,223.0
2019/11/25,226.0
2019/11/26,226.0
2019/11/27,226.0
2019/11/28,224.0
2019/12/01,226.0
2019/12/02,231.0
2019/12/03,230.0
2019/12/04,232.0
2019/12/05,236.0
2019/12/08,234.0
2019/12/09,236.0
2019/12/10,234.0
2019/12/11,236.0
2019/12/12,245.0
2019/12/15,240.0
2019/12/16,234.0
2019/12/17,234.0
2019/12/18,232.0
2019/12/19,233.0
2019/12/22,232.0
2019/12/23,235.0
2019/12/24,237.0
2019/12/25,238.0
2019/12/26,236.0
2019/12/29,236.0
2019/12/30,233.0
2019/12/31,235.0
2020/01/01,236.0
2020/01/02,237.0
2020/01/05,237.0
2020/01/06,236.0
2020/01/07,241.0
2020/01/08,238.0
2020/01/09,238.0
2020/01/12,243.0
2020/01/13,249.0
2020/01/14,250.0
2020/01/15,249.0
2020/01/16,249.0
2020/01/19,263.0
2020/01/20,255.0
2020/01/21,257.0
2020/01/22,249.0
2020/01/23,245.0
2020/01/26,239.0
2020/01/27,244.0
2020/01/28,243.0
2020/01/29,240.0
2020/01/30,243.0
2020/02/02,244.0
2020/02/03,248.0
2020/02/04,244.0
2020/02/05,246.0
,242.0
2019/09/09,241.0
2019/09/10,240.0
2019/09/11,239.0
2019/09/15,235.0
2019/09/16,231.0
2019/09/17,246.0
2019/09/18,245.0
2019/09/19,244.0
2019/09/22,235.0
2019/09/23,238.0
2019/09/24,232.0
2019/09/25,232.0
2019/09/26,231.0
2019/09/29,229.0
2019/09/30,237.0
2019/10/01,237.0
2019/10/02,236.0
2019/10/03,238.0
2019/10/10,236.0
2019/10/14,236.0
2019/10/15,235.0
2019/10/16,238.0
2019/10/17,237.0
2019/10/20,236.0
2019/10/21,236.0
2019/10/22,235.0
2019/10/23,239.0
2019/10/24,238.0
2019/10/31,236.0
2019/11/03,235.0
2019/11/04,236.0
2019/11/05,237.0
2019/11/06,236.0
2019/11/07,234.0
2019/11/10,231.0
2019/11/11,233.0
2019/11/12,233.0
2019/11/13,231.0
2019/11/14,231.0
2019/11/17,228.0
2019/11/18,228.0
2019/11/19,227.0
2019/11/20,227.0
2019/11/21,223.0
2019/11/24,223.0
2019/11/25,226.0
2019/11/26,226.0
2019/11/27,226.0
2019/11/28,224.0
2019/12/01,226.0
2019/12/02,231.0
2019/12/03,230.0
2019/12/04,232.0
2019/12/05,236.0
2019/12/08,234.0
2019/12/09,236.0
2019/12/10,234.0
2019/12/11,236.0
2019/12/12,245.0
2019/12/15,240.0
2019/12/16,234.0
2019/12/17,234.0
2019/12/18,232.0
2019/12/19,233.0
2019/12/22,232.0
2019/12/23,235.0
2019/12/24,237.0
2019/12/25,238.0
2019/12/26,236.0
2019/12/29,236.0
2019/12/30,233.0
2019/12/31,235.0
2020/01/01,236.0
2020/01/02,237.0
2020/01/05,237.0
2020/01/06,236.0
2020/01/07,241.0
2020/01/08,238.0
2020/01/09,238.0
2020/01/12,243.0
2020/01/13,249.0
2020/01/14,250.0
2020/01/15,249.0
2020/01/16,249.0
2020/01/19,263.0
2020/01/20,255.0
2020/01/21,257.0
2020/01/22,249.0
2020/01/23,245.0
2020/01/26,239.0
2020/01/27,244.0
2020/01/28,243.0
2020/01/29,240.0
2020/01/30,243.0
2020/02/02,244.0
2020/02/03,248.0
2020/02/04,244.0
2020/02/05,246.0
2020/02/06,242.0
2020/10/07,302.0
2020/10/08,290.0
2020/10/11,285.0
2020/10/12,286.0
2020/10/13,283.0
2020/10/14,281.0
2020/10/15,283.0
2020/10/18,281.0
2020/10/19,283.0
2020/10/20,289.0
2020/10/21,289.0
2020/10/22,286.0
2020/10/28,289.0
2020/10/29,295.0
2020/11/01,298.0
2020/11/02,297.0
2020/11/03,299.0
2020/11/04,297.0
2020/11/05,295.0
2020/11/08,297.0
2020/11/09,296.0
2020/11/10,296.0
2020/11/11,296.0
2020/11/12,297.0
2020/11/18,293.0
2020/11/19,295.0
2020/11/22,290.0
2020/11/23,292.0
2020/11/24,293.0
2020/11/25,294.0
2020/11/26,294.0
2020/11/29,296.0
2020/11/30,325.0
2020/12/01,357.0
2020/12/02,392.0
2020/12/03,431.0
2020/12/06,418.0
2020/12/07,459.0
2020/12/08,504.0
2020/12/09,527.0
2020/12/10,475.0
2020/12/13,452.0
2020/12/14,450.0
2020/12/15,448.0
2020/12/16,442.0
2020/12/17,420.0
2020/12/20,379.0
2020/12/21,397.0
2020/12/22,436.0
2020/12/23,434.0
2020/12/24,425.0
2020/12/27,412.0
2020/12/28,414.0
2020/12/29,405.0
2020/12/30,410.0
2020/12/31,411.0
2021/01/03,422.0
2021/01/04,417.0
2021/01/05,434.0
2021/01/06,432.0
2021/01/07,434.0
2021/01/10,436.0
2021/01/11,435.0
2021/01/12,478.0
2021/01/13,495.0
2021/01/17,493.0
2021/01/18,486.0
2021/01/19,478.0
2021/01/20,496.0
2021/01/21,507.0
2021/01/24,519.0
2021/01/25,510.0
2021/01/26,497.0
2021/01/27,494.0
2021/01/28,490.0
2021/01/31,484.0
2021/02/01,492.0
2021/02/02,497.0
2021/02/03,493.0
2021/02/04,493.0
2021/02/07,498.0
2021/02/08,496.0
2021/02/09,492.0
2021/02/10,488.0
2021/02/11,483.0
2021/02/14,477.0
2021/02/15,491.0
2021/02/16,483.0
2021/02/17,479.0
2021/02/18,490.0
2021/02/21,539.0
2021/02/22,592.0
2021/02/23,571.0
2021/02/24,562.0
2021/02/25,553.0
2021/02/28,535.0
,545.0
2021/03/07,575.0
2021/03/09,595.0
2021/03/10,589.0
2021/03/14,647.0
2021/03/15,659.0
2021/03/16,636.0
2021/03/17,644.0
2021/03/18,638.0
2021/03/21,660.0
2021/03/22,726.0
2021/03/23,798.0
2021/03/24,772.0
2021/03/25,764.0
2021/03/29,800.0
2021/03/30,867.0
2021/03/31,898.0
2021/04/01,880.0
2021/04/04,862.0
2021/04/05,908.0
2021/04/06,907.0
2021/04/07,891.0
2021/04/08,892.0
2021/04/12,880.0
2021/04/13,882.0
2021/04/15,875.0
2021/04/18,857.0
2021/04/19,875.0
2021/04/20,874.0
2021/04/21,858.0
2021/04/22,857.0
2021/04/25,814.0
2021/04/26,770.0
2021/04/27,847.0
2021/04/28,838.0
2021/04/29,863.0
2021/05/02,864.0
2021/05/03,849.0
2021/05/04,844.0
2021/05/05,839.0
2021/05/06,823.0
2021/05/09,819.0
2021/05/10,820.0
2021/05/11,818.0
2021/05/12,815.0
2021/05/13,816.0
2021/05/16,819.0
2021/05/17,849.0
2021/05/18,840.0
2021/05/19,828.0
2021/05/20,815.0
2021/05/23,829.0
2021/05/24,825.0
2021/05/25,831.0
2021/05/27,819.0
2021/05/30,808.0
2021/05/31,788.0
2021/06/01,783.0
2021/06/02,786.0
2021/06/03,777.0
2021/06/06,765.0
2021/06/07,796.0
2021/06/08,787.0
2021/06/09,775.0
2021/06/10,771.0
2021/06/13,792.0
2021/06/14,784.0
2021/06/15,772.0
2021/06/16,749.0
2021/06/17,734.0
2021/06/20,721.0
2021/06/21,680.0
2021/06/22,695.0
2021/06/23,678.0
2021/06/24,745.0
2021/06/27,819.0
2021/06/28,790.0
2021/06/29,768.0
2021/06/30,770.0
2021/07/01,767.0
2021/07/04,784.0
2021/07/05,754.0
2021/07/06,716.0
2021/07/07,677.0
2021/07/08,700.0
2021/07/11,694.0
2021/07/12,680.0
2021/07/13,679.0
2021/07/14,693.0
2021/07/15,704.0
2021/07/18,699.0
2021/07/19,688.0
2021/07/20,687.0
2021/07/22,683.0
2021/07/25,686.0
2021/07/26,697.0
2021/07/27,719.0
2021/07/28,714.0
2021/07/29,703.1
2021/08/01,699.0
